title,issn,cn,sponsor,compound_if,comprehensive_if,tags,categories,major_categories,detail_url
"家庭医药.快乐养生","1671-4954","45-1301/R","广西壮族自治区科学技术协会","","","","预防医学与卫生学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPY5IIz9rzKUhZ740w4yTHmTvauZ2Iq5dCXWd5MxZiH9T1ZEiJYHYWZ8m7QEzMKIyQCr3OVCIYI_MlhPH2O-gsH885ixCY9JQbPlbpjHVtrVw==&uniplatform=NZKPT&language=CHS"
"家庭医药(医药论坛)","1671-4954","45-1301/R","广西科学技术协会","","","","临床医学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINcT2E2O38xaxClRyeW0CxV2WpM37OQ_0_qo_-xU8v60gpx4Nj38cWEW14zcBXetoB0lYdqW9WFVNGw3P42MHpm3bIm_BiYWvSHYALalkRNMw==&uniplatform=NZKPT&language=CHS"
"家庭影院技术","1008-0945","44-1432/TS","广州市家用电器应用技术研究协会","","","","电信技术","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMaEaWNO6RG8YQJ_-4OhXeZjPNR6QWCbSEAY_O15DkGaD1yuuUeJ5WFH1wi-MFrZzbkbImfFOcn6BKvTpVYnmna6slxsWMZsRtxgGFTTZdyCg==&uniplatform=NZKPT&language=CHS"
"家庭用药","1009-6620","31-1845/R","中国科学院上海药物研究所;上海市药理学会","","","","药学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPr0WCAU8jrAqreCR-GmlJIju-hH3e33bk7Tebj8M_0449QT_nJSzYwt5ha8PhZSekmqQqb9uAtPCalehCrkw47et8E1tWDq9H3yn2WGfMYUw==&uniplatform=NZKPT&language=CHS"
"家庭与家教(现代幼教)","1671-1882","34-1233/G0","安徽省科学技术出版社","","","","初等教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOjMhDEitHyJRxH_2LWXkQ6rvppU41Ws498141Piw2W6Oe41rAtX04n5cJbNX6gtkkJ4YTIeYSs88_zZgLgalL7J-gtZpDQJ0KejYMAusMqLw==&uniplatform=NZKPT&language=CHS"
"家庭与科学","1009-900X","11-4495/N","中国建筑工业出版社","","","","一般服务业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPkEWhSaayiwc4DuhJqI4QbC-XfrwriPnULBhid8PW0V09lROCFdGCPPn7tefAwdclTiyl9WW-w-sBKuf9-VtJd6Qgl4afLbi52N9bnuDNzTQ==&uniplatform=NZKPT&language=CHS"
"家庭与性别评论","","","中国社会科学院社会学研究所","","","","社会学及统计学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMHqwSJOp4OzAjNO-rV0vm1b6d08ZKaZFFAaoHXlzJB8qEoT_e4-yZ4F2c8iYFNkWEfy2MzrPFJRGzYyyi7j4ILjAaM5bih2QMgTeMeqXJ0NQ==&uniplatform=NZKPT&language=CHS"
"家庭中医药","1005-3743","11-3379/R","中国中医科学院中药研究所","","","","中医学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPsnpmlP8rbHKuZmnSvkDWzePs9cbrXM4m0Pybs8Z8MVhEgrfFVzWze3XqY02lXFMu8TdTxoiq_QxAR7vM9hg1brw1uytMLVeJ8JmzyaJGg2A==&uniplatform=NZKPT&language=CHS"
"家用电器","1002-5626","11-1044/TM","中国家用电器研究院","","","","电力工业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOSMwk26KRNR0xEwMngEDfc0AlVVuycVG4RgtnAq5wu_HbsB5WiyWFHeUT1cMJcMo1QjL7R6CQumc0ytsxckZdkFo4WyqMGsHGUedH6eSYcWQ==&uniplatform=NZKPT&language=CHS"
"家长","1006-7485","12-1254/G4","天津教育报刊社","","","","成人教育与特殊教育","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMsgjxyoph_AfP3TVi7K67XNCED7mgBPpcsdiz-i6Kf8lvfl9btoWrRYcIS_C8NHGaISNTwrWygejyu8z-_B430JZ0gMY0kEabHbNLI2atd-Q==&uniplatform=NZKPT&language=CHS"
"家政学刊","2097-4078","22-1434/C","吉林农业大学","","","网络首发","一般服务业|社会学及统计学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPkEWhSaayiwc4DuhJqI4QbC-XfrwriPnULBhid8PW0V09lROCFdGCPPn7tefAwdcmI6NwVPiSPsrx2L7LQqxAq2J0YoGiNtU6aKSuKQfZLBw==&uniplatform=NZKPT&language=CHS"
"家政学研究","","","河北师范大学家政学院;河北省家政学会","","","","一般服务业","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPkEWhSaayiwc4DuhJqI4QbC-XfrwriPnULBhid8PW0V09lROCFdGCPPn7tefAwdcmbYXjzxL8DRRoP6yXv-LDKcOMzCzdlLQWIxfZ76WSSsg==&uniplatform=NZKPT&language=CHS"
"嘉兴大学学报","2079-5228","33-1432/Z","嘉兴大学","0.533","0.266","网络首发","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINRaR5cN1-Tz5W5qo8BQfYlDROHMLLZ-5m4eXWDmOZEhaur24VVklOWSxgHFBR3HpYWDjSTG2J8wsDwmheGuNAq0pvEsTzh5-zB45WiR8boJw==&uniplatform=NZKPT&language=CHS"
"嘉兴高等专科学校学报","1008-5343","33-1227/G4","嘉兴高等专科学校;嘉兴教育学院","","","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINKHsO_cMRWg_uc8rCSmHbrqkPh_beqj7qP1Ad1ddbeQ3ZPyEOQ7GExpImRkqLbP2B0qBJgr8q2rTNQ4PIuyDARBYRyNq7Xmhc2UYoUMxWTbA==&uniplatform=NZKPT&language=CHS"
"嘉兴市人民政府公报","","","嘉兴市人民政府办公厅","","","","中国政治与国际政治","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOq6zycS-p910zKRI5GMMjrCpsSses5lzzHhyM9vd1M7-txD6Jmd7FHfAqbTkANIE7LfuECXemc9l9TpSbRbeeqXFbv7_ih1OOsl_rFgUz4zQ==&uniplatform=NZKPT&language=CHS"
"嘉应文学","1007-7014","44-1053/I","梅州市文学艺术界联合会","","","","文艺理论|中国文学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPglvkao9aMxBThvlPXKPASAhUDG-PXiqNANvIyxZ0qUiF9ho29YXysFotswFf9aJvNccNLC4UXIX9VMApv3bDcjY5rAZ9svAR-_E7bDlZDMQ==&uniplatform=NZKPT&language=CHS"
"嘉应学院学报","1006-642X","44-1602/Z","嘉应学院","0.235","0.103","","教育综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPQYyuszXW8lI6OHvZgEJun1MkwB-8hrfJdqPCEjJTlL7vNah3jHXzTXcr9j6mZXrM-ii8ROLiyhfHHggzZuDcWXyjXDTNY_1S0zb6n6t3Dlw==&uniplatform=NZKPT&language=CHS"
"甲骨文与殷商史","","","中国社会科学院甲骨文殷商史研究中心","","","","中国古代史|考古","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINxy7-dOG_dKTfU3cDKU7Em6gpyjdj8wdZjOuXxt66R1Bo6CvR-KWPKori2kE9_WGnvskGM-mRemKQGCDlTRwI79LRHLuLMaBROvEZbZzZBKg==&uniplatform=NZKPT&language=CHS"
"甲午","","","中国甲午战争博物院","","","","中国近现代史","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINc6jUHqAvn6qa1_YZ5pOjGB9NeLOP_z5roji7Gs9y47hM72q-BDh_cb9DxirXlalLcD3djWFRyBmWkN1MymDDsXoUhtjerObnYDtr0lKVgUQ==&uniplatform=NZKPT&language=CHS"
"价格理论与实践","1003-3971","11-1010/F","中国价格协会","3.741","1.949","网络首发|增强出版","贸易经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINOczWOXhiJc0RJtefgACsM6Kw5NXksXnpAkFv9ImdDj2WcL3adCUEq9Op2KIlNJIPv0SVDFA0ntQPd0Xys2UtoNrymWJQuGdRo_tDYNQWNyA==&uniplatform=NZKPT&language=CHS"
"价格月刊","1006-2025","36-1006/F","价格月刊杂志社","3.460","1.457","网络首发","贸易经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINOczWOXhiJc0RJtefgACsM6Kw5NXksXnpAkFv9ImdDj2WcL3adCUEq9Op2KIlNJIO4pRKe1cDYpGy-KsmdyTQlJkvS4O-TieGWFm3mu3aACQ==&uniplatform=NZKPT&language=CHS"
"价值工程","1006-4311","13-1085/N","河北省国创京津冀科技发展有限公司","0.332","0.178","增强出版","综合科技b类综合|经济体制改革","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPx9TP_ngs-q4rB6ds15zO4AhBSK2bUxX1PQRy7x2OaGFQoMt1lKigGc83zmK6wMqGbjRCw84hPhU_q0Qwiu8GRjIUyWtVSwz5E1-Hqttl33w==&uniplatform=NZKPT&language=CHS"
"价值论研究","","","上海大学价值与社会研究中心","","","","哲学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINHS39ncDFsAqUXC4ZP4Cqm3kxSXlrMxdHSS9-V6QCcxlaZSjMUHkDkNv90VMyr3f53HMKaQmhNzTubCvdahkNd16mSKpZI9cIe-fItyqo9kQ==&uniplatform=NZKPT&language=CHS"
"价值论与伦理学研究","","","湖北大学哲学学院;中华文化发展湖北省协同创新中心;国际价值研究学会（ISVI）","","","","哲学|伦理学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINHS39ncDFsAqUXC4ZP4Cqm3kxSXlrMxdHSS9-V6QCcxlaZSjMUHkDkNv90VMyr3f6FD40SSZCeOvawFj9qJ0MJP0iVVVjFt7CAxaezlGczxA==&uniplatform=NZKPT&language=CHS"
"减速顶与调速技术","1674-2427","23-1198/U","哈尔滨铁路减速顶调速研究有限公司","","","","铁路运输","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINUkVzyd6HfzYQ45sNuCp5bhOfMyKK4w4QUsSyKJ5CNQgM5n2HsTWdlUEPP3cTdMBdFIj9cfvJHItVH9M9t5QQ2MH2i_bANAG9yqz35PE8uDQ==&uniplatform=NZKPT&language=CHS"
"检察调研与指导","","","最高人民检察院法律政策研究室;检察日报社","","","","诉讼法与司法制度","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMPyZlRd_ZsVeJeJPPCVn6UVX5OPtvUcZABLblNkrxnHv7Ito8bdMlTykT86R8xd_2WsR87JbxmVyT4qemsGS5Lo0O1_1LtWSXkPT8kIHHjMw==&uniplatform=NZKPT&language=CHS"
"检察风云","1005-5444","31-1658/D","上海市人民检察院;中国检察出版社有限公司","","","","诉讼法与司法制度","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMPyZlRd_ZsVeJeJPPCVn6UVX5OPtvUcZABLblNkrxnHv7Ito8bdMlTykT86R8xd_2_aAIAzjYWtHjzsZSrPK83YxyDOlN0dezcUYfAGc6Ghg==&uniplatform=NZKPT&language=CHS"
"检验医学","1673-8640","31-1915/R","上海市临床检验中心","0.996","0.865","网络首发","临床医学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6cJNGJNal8Oh1qbcJRNaEiJVGAkvoV9U-Iwpt23_AGYYEDuX4dPPin7lC4jKnjk9Qgw8J4c6T1ePVlXvMPQ5Yd71K68-_AsV9y4lI1P7qvw==&uniplatform=NZKPT&language=CHS"
"检验医学与临床","1672-9455","50-1167/R","重庆市卫生健康统计信息中心;重庆市临床检验中心","1.238","1.021","网络首发","临床医学","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN72U1XNlr-g4U3LQZm76uSPg07N3OdJAgwY6XksFzJhVKyPHaTRDQT4jVonKvFzWq4DTsFHg46wagteOEShu8tGhtKJ4FvVFGFeOvszgB9Pg==&uniplatform=NZKPT&language=CHS"
"简帛","","","武汉大学简帛研究中心","","","","考古","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINLHXjojLbeivlMxa9BNq_Fcj8-e46lYgpjGofKvcGSpnvz27fmg1v1L3pZ1wEO6GEHfBNVp-EmArpUxleWe7IDT78jPZjBECyt-lluJXi2JA==&uniplatform=NZKPT&language=CHS"
"简帛研究","","","中国社会科学院简帛研究中心;中国社会科学院古代史研究所秦汉史研究室;出土文献与中国古代文明研究协同创新中心","","","","考古","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINLHXjojLbeivlMxa9BNq_Fcj8-e46lYgpjGofKvcGSpnvz27fmg1v1L3pZ1wEO6GF89oNtTV-2DjNfxpjV8sQHEVnJhRWdnAAMmoe0LCKrKA==&uniplatform=NZKPT&language=CHS"
"简牍学研究","","","西北师范大学简牍研究院;甘肃简牍博物馆;河西学院河西史地与文化研究中心","","","","考古","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINLHXjojLbeivlMxa9BNq_Fcj8-e46lYgpjGofKvcGSpnvz27fmg1v1L3pZ1wEO6GFD29aJwzZ7iYDYFWHiIBmUETyeq5_7Aw-rK7FfNtzmAQ==&uniplatform=NZKPT&language=CHS"
"简牍学与出土文献研究","","","西北师范大学文学院简牍研究中心","","","","考古","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINLHXjojLbeivlMxa9BNq_Fcj8-e46lYgpjGofKvcGSpnvz27fmg1v1L3pZ1wEO6GHdzZKeULkowC_eHusLJZaq4OhWKV1arDUQv1yBFcMxJw==&uniplatform=NZKPT&language=CHS"
"建材发展导向","1672-1675","53-1185/TU","云南省建筑材料科学研究设计院有限公司","","","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINrHPIytqL-B6gbERPUDT8yEGwTSPZ7u7IMmJKOjtdZm5z51pm2cIEiM6jo-jUBusFanio3MZbd9fWfJDG3c1ej-fTx1dsQpXuQ_gblpY1uRQ==&uniplatform=NZKPT&language=CHS"
"建材技术与应用","1009-9441","14-1291/TU","山西职业技术学院","0.417","0.222","网络首发|增强出版","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP2rsNQfbHrC5rgZVgfx7_tBD_oDD4mk0jSsGFHidXvCcxi-2TV3rkaWJmnDgrT3YBMrPoObAcnPWNsZXOJMhTsyhcAJ9re4Z8YrU61QTIj1g==&uniplatform=NZKPT&language=CHS"
"建材世界","1674-6066","42-1783/TU","武汉理工大学","0.456","0.311","网络首发","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOp499nZsOzFWhH3rGekzl3NPrOAu4MZGaWU5VvCw8jDDVYEXGJ9KuYecrHHxexOf5nvKg7BPz32T2ii_emY054y79BUXSwYY3XrwOvwWZtSw==&uniplatform=NZKPT&language=CHS"
"建材与装饰","1673-0038","51-1683/TU","成都市厨房卫生设施行业协会;成都市新闻出版发展中心","","","","贸易经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOmRF154_2pu1EpsdmXUifI4FhTgXSdPqpDdyQFPBMIbNf0A5mosjtExcy3d6cW_nvYfpiGH_rlAOiLMGo-dvTEH_fmsbAxzqu7Hb6kueHP3w==&uniplatform=NZKPT&language=CHS"
"建材与装饰(下旬刊)","1673-0038","51-1683/TU","成都市新闻出版发展中心;成都市装饰技术研究应用协会","","","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6etmzC8-C5TWT3umPwYXWzvgYWR37vOHqjjOmPFovD93XKI3sM1FH81Gu8xdZZQpTH4_Ce3SFZR5oO4VuF5nlSWSHwYeGiLdcDP7YUterHg==&uniplatform=NZKPT&language=CHS"
"建材与装饰(中旬刊)","1673-0038","51-1683/TU","成都市新闻出版发展中心;成都市装饰技术研究应用协会","","","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6etmzC8-C5TWT3umPwYXWzvgYWR37vOHqjjOmPFovD93XKI3sM1FH81Gu8xdZZQqytHGCA-CHGWgrYuCw2SlckNoMIPEeGWUtEStVImvm3w==&uniplatform=NZKPT&language=CHS"
"建材与装修情报","1673-2898","22-1362/TU","吉林省建材设计院;中国建材报社","","","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6etmzC8-C5TWT3umPwYXWzvgYWR37vOHqjjOmPFovD93XKI3sM1FH81Gu8xdZZQpMaYsECPcI27SynvBNcFKsplZRQayEOhzB_13Fsum7Mw==&uniplatform=NZKPT&language=CHS"
"建井技术","1002-6029","11-2456/TD","煤炭科学研究总院","0.965","0.836","网络首发|增强出版","矿业工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP4PQXF_wZvCSW_UnSK_eYEIjwfUa_N0_uRWYHfQhCccwuOBLHFgsNfack9AaxNgQ-chlvErF0sHoBwhbxqKlF3IjMmT2EWGbeur73Ul7O05g==&uniplatform=NZKPT&language=CHS"
"建设工程理论与实践","","","山东省科学技术协会","","","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6etmzC8-C5TWT3umPwYXWzvgYWR37vOHqjjOmPFovD93XKI3sM1FH81Gu8xdZZQocuge6-LD0i4OBUNoi2giwjofNXap0scF1QN2ABmHPSA==&uniplatform=NZKPT&language=CHS"
"建设管理研究","","","重庆大学建设管理与房地产学院","","","","综合科技b类综合","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOgDMWNEQDn8F2qR39Vs6D20jdVrSO_ttAEhkGGcEXvpWoCe4Cbw5mRhnuCQXNB_c7Q48k0PT2AR0D5EaAgCdrEf1LO0DBgGL6yZHOpst49_Q==&uniplatform=NZKPT&language=CHS"
"建设机械技术与管理","1004-0005","43-1185/TU","国家建筑城建机械质量监督检验中心","0.333","0.221","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP2rsNQfbHrC5rgZVgfx7_tBD_oDD4mk0jSsGFHidXvCcxi-2TV3rkaWJmnDgrT3YD8d7yPC6Mf9enf0hEOBPd6gmpAT_r2KfDzXBHUpMhhqw==&uniplatform=NZKPT&language=CHS"
"建设监理","1007-4104","31-1656/TU","上海市建筑科学研究院(集团)有限公司","0.246","0.141","网络首发|增强出版","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPjjPL-JTiqZnLKKG2XDUda3Z7onG_k3WpwKTCMrF62u6myrAFneKMc9IGu8FTe_rnUDzen012LPrJ4ho92LunaRUNVXGSVT2Z83rRxoTREMg==&uniplatform=NZKPT&language=CHS"
"建设科技","1671-3915","11-4705/TU","住房和城乡建设部科技与产业化发展中心","0.477","0.291","网络首发","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOp499nZsOzFWhH3rGekzl3NPrOAu4MZGaWU5VvCw8jDDVYEXGJ9KuYecrHHxexOf44EKBNiSS2MljPh4gkewgWe7Xy5BMNGDz9xzne_Snljg==&uniplatform=NZKPT&language=CHS"
"建筑","0577-7429","11-1405/TU","建筑杂志社有限公司","0.428","0.232","","建筑科学与工程|工业经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOp499nZsOzFWhH3rGekzl3NPrOAu4MZGaWU5VvCw8jDDVYEXGJ9KuYecrHHxexOf5ull587sgT3xs4E4-EOGQ9oH7W2nyp9i_l94JTDQx47w==&uniplatform=NZKPT&language=CHS"
"建筑安全","1004-552X","51-1390/TU","四川华西集团有限公司","0.391","0.245","","安全科学与灾害防治|建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMMLORjg9lG_DiEtaDEs-zMGj1ukYW_Fmz2ApmyZ6o_XCG-DmCOZ6-VmJnu6QpUBwgkikfN_uzOY3Jj4ceyW_lUTuk9RJAlxGWisnH4sYXx2g==&uniplatform=NZKPT&language=CHS"
"建筑材料学报","1007-9629","31-1764/TU","同济大学","4.055","2.670","网络首发","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINNmHYalLeOuPAsHA-8aLL_vKQzS5DKgKP3EUDwP3i4fnbgoujGPqnAp4C5MSaLgNkyVZMkrNwcZAUav1OhHLJ-3zcIiKg8qC41wSHhvdAZdQ==&uniplatform=NZKPT&language=CHS"
"建筑创作","1004-8537","11-3161/TU","北京建筑大学","","","网络首发|增强出版","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6etmzC8-C5TWT3umPwYXWzvgYWR37vOHqjjOmPFovD93XKI3sM1FH81Gu8xdZZQpze5h1RqgWBdLSuLTPVZyQJBnqOyVi0Ekm_wgToOi03A==&uniplatform=NZKPT&language=CHS"
"建筑电气","1003-8493","51-1297/TU","中国建筑西南设计研究院有限公司;中国建筑学会建筑电气分会;全国建筑电气设计技术协作及情报交流网","0.268","0.185","网络首发","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMYGXcPqU1adWIk-eBa5aA6tvvYdlK8taV7jhlzjlVkjB6ESvZTECW_zrfI-qtgpmUjxBvjdqQ6L_uIh8fncrI8sgWGENFzgbKDWiKDnp9pgA==&uniplatform=NZKPT&language=CHS"
"建筑钢结构进展","1671-9379","31-1893/TU","同济大学","1.516","0.882","网络首发","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO4AOWRF1A4IrVANIhH2MWPGjIpWXVlRcqfSno5XtS-Pbpxf678Enk7mBVExnyr6ALjU1KVc5h3GFal9gHWaJ0VaR4OKFKB3CkrBdHhXxhQ1g==&uniplatform=NZKPT&language=CHS"
"建筑工人","1002-3232","11-2252/TU","北京建工集团有限责任公司","","","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6etmzC8-C5TWT3umPwYXWzvgYWR37vOHqjjOmPFovD93XKI3sM1FH81Gu8xdZZQoSuFB3bcMBjX22CcbY5Tx_a1J0qCPnvrXbO6qUHSmunw==&uniplatform=NZKPT&language=CHS"
"建筑机械","1001-554X","11-1956/TU","北京建筑机械化研究院有限公司","0.237","0.160","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPjjPL-JTiqZnLKKG2XDUda3Z7onG_k3WpwKTCMrF62u6myrAFneKMc9IGu8FTe_rlnVSY9ecZKb8fr2hht5UvRLWcgn3gIHLPbDWZv2VP0lQ==&uniplatform=NZKPT&language=CHS"
"建筑机械化","1001-1366","11-1919/TU","中国建筑科学研究院有限公司建筑机械化研究分院","0.252","0.190","网络首发|增强出版","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPjjPL-JTiqZnLKKG2XDUda3Z7onG_k3WpwKTCMrF62u6myrAFneKMc9IGu8FTe_rkd2qx6FhwOXPTgLywbv-BJue315YlvcP0mK0uSwmeM6g==&uniplatform=NZKPT&language=CHS"
"建筑技术","1000-4726","11-2253/TU","北京建工集团有限责任公司","0.593","0.459","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMN07cZOaf1WFnYXAr_vzhOV9Bjue75QFiD_Nt7n1TPVuQ0DXObfPQUeqFgkfpEA_neZzh4m-IZhcgk7QEwnbsoiwsgqWlIzwb6ddXh6lYJxg==&uniplatform=NZKPT&language=CHS"
"建筑技术开发","1001-523X","11-2178/TU","北京建工集团有限责任公司","0.282","0.188","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOPXq0zLhvCsCgqjmreEymo7CRCqohQgDP0DGSzTE9PF83HqSEUyYnnqGr1B6lwbtgrGHklh-cZFtCNxcvAQO57YnYNsXdD9FJVKOIlD6vJJw==&uniplatform=NZKPT&language=CHS"
"建筑技艺(中英文)","1674-6635","11-5792/TU","亚太建设科技信息研究院有限公司","0.318","0.216","网络首发","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPSfq40KD_bNYwAr-16KiYUrY-mZWUxsg-IHEZifwykrkV2LKvlUatYz065A29OR_4R23eDLvre-u__ODR7LUJ3ejW8gdj6Ska9dbChd80H0w==&uniplatform=NZKPT&language=CHS"
"建筑监督检测与造价","1674-2133","44-1644/TU","广东省建设工程质量安全监督检测总站;广东省建设工程造价管理总站","","","","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6etmzC8-C5TWT3umPwYXWzvgYWR37vOHqjjOmPFovD93XKI3sM1FH81Gu8xdZZQqdFNWyOF6q4OW5uygo387M8x3dTCzzSgvmnD5cfoVfbA==&uniplatform=NZKPT&language=CHS"
"建筑节能(中英文)","2096-9422","21-1612/TU","中国建筑东北设计研究院有限公司;中国建筑节能协会","1.103","0.699","网络首发|增强出版|混合OA期刊","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMhiAS1Zta1k0FKuthzTLY57du9yEnd9L92bT9GJWkFigeBLAeILIhos9Q2yffjSho9itfL8MmHOIgiqtT4mP6VBYtJE9t-8THgToUS8sXm9Q==&uniplatform=NZKPT&language=CHS"
"建筑结构","1002-848X","11-2833/TU","亚太建设科技信息研究院有限公司;中国土木工程学会","1.256","0.904","网络首发|增强出版","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMhiAS1Zta1k0FKuthzTLY57du9yEnd9L92bT9GJWkFigeBLAeILIhos9Q2yffjShpxi98a04qrtyLV7d2wDaWVuGMXmvWSd_FTp_NhnMEIaQ==&uniplatform=NZKPT&language=CHS"
"建筑结构学报","1000-6869","11-1931/TU","中国建筑学会","3.107","1.748","网络首发|增强出版","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINNmHYalLeOuPAsHA-8aLL_vKQzS5DKgKP3EUDwP3i4fnbgoujGPqnAp4C5MSaLgNn3AOuYI9AvRv9HMfgUkWH4i1xqa_H-F3hyq99JT2CwKA==&uniplatform=NZKPT&language=CHS"
"建筑经济","1002-851X","11-1326/F","亚太建设科技信息研究院有限公司;中国建筑学会","3.360","1.573","网络首发","工业经济","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM79ghWKCLYYPpcD5oUPyEXNlqKnHv4s4Uru_bbHJDoyFxcLScKYEKAEBDe-4pyogz5OtLyB8dFObP0mTNJFWDLsM_G8Lrz6HBLLtNA3ioSEg==&uniplatform=NZKPT&language=CHS"
"建筑科技","2096-3815","31-2135/TU","上海市建筑科学研究院(集团)有限公司","0.303","0.207","网络首发|增强出版","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOPXq0zLhvCsCgqjmreEymo7CRCqohQgDP0DGSzTE9PF83HqSEUyYnnqGr1B6lwbtjPV90Pq_ZQDlk9GaG8DlKVskpX3vmiukGt622f4mJpFQ==&uniplatform=NZKPT&language=CHS"
"建筑科学","1002-8528","11-1962/TU","中国建筑科学研究院有限公司","1.619","1.103","网络首发","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO4AOWRF1A4IrVANIhH2MWPGjIpWXVlRcqfSno5XtS-Pbpxf678Enk7mBVExnyr6ALXDqIfvFuK4H9sTQVghEy5SqsWGXqq9MVPQW816VPtKg==&uniplatform=NZKPT&language=CHS"
"建筑科学与工程学报","1673-2049","61-1442/TU","长安大学","2.436","1.413","网络首发","建筑科学与工程","","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINNmHYalLeOuPAsHA-8aLL_vKQzS5DKgKP3EUDwP3i4fnbgoujGPqnAp4C5MSaLgNnlk7vmQIGbpPoHt_zKG5KX8X7mqINXdo428MxnACyOdQ==&uniplatform=NZKPT&language=CHS"
