title,issn,cn,sponsor,compound_if,comprehensive_if,tags,major_categories,detail_url
"中国政府采购","","","","0.312","0.194","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPMpBWOr_CQgYdj7g7xTpKe3d6wEU1esn_PRcowidvBj0aPRjy0AM0afItcql83B0E4NnIjrhbHMBNuZkX_dynMeRhXzznd_39eqb1AC292Vw==&uniplatform=NZKPT&language=CHS"
"中国政协","1009-2129","11-4121/D","","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOv-ikMwaYPJFBppxfb1DyuL9Poy_gGOS-PHhPRwkyIHOZHIWz_GjvaHpioDg1LqTBJBzmDAAqJieJzWeiT3k5mgG24brqDPb0kP0X3dachrg==&uniplatform=NZKPT&language=CHS"
"中国政协理论研究","1009-2129","11-4121/D","","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOv-ikMwaYPJFBppxfb1DyuL9Poy_gGOS-PHhPRwkyIHOZHIWz_GjvaHpioDg1LqTB1PWmTZ2jtLL1yBR5M2t3mibsyUuwqQXoI8d1OXDJxZA==&uniplatform=NZKPT&language=CHS"
"中国政治传播研究","","","中国传媒大学政治传播研究所","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPV7edUuSji8cI7ziueaeKIkhpTn6HO2y1nXfgb3P4OIvhVXPRQBWKUgIX9yFk9yAp6ehgjIT4fvjYR10F6tY_mb8QyfrflTZ8A2INKe8ebGA==&uniplatform=NZKPT&language=CHS"
"中国政治学","","","中国人民大学国际关系学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN970NPSybUqfHg25QZ5QQm2h4QKHNJLOM5qLyHmHQb7otimIF2NcS7WRweHGSpCuFX6YwXF9Fe1dSNtbXM5Eyp2kvFOAazCCdyaRtosnDL8Q==&uniplatform=NZKPT&language=CHS"
"中国职工教育","1005-7773","11-3311/G4","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN0bgph3v8otFnkfrHG35sRarvxcqV8NzBlPbjBNiuWkZNwpyZ2ZkjXRL4h3LsLRUJPF25Qv_GmDWzAP4k0IQmft5o-Q-v6fhQEyb_iVEmyvA==&uniplatform=NZKPT&language=CHS"
"中国职业技术教育","","","","3.072","2.275","网络首发","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINKcebNvHt5tjv6wRwO_J4NZ1u-_wtS-36-S9pqYap08vkqr26uQnv62giD_NkbkKMg1pCO2dk4PBbrJdRVI6c0Fv2E3YXf2S3R2umUjaBhPg==&uniplatform=NZKPT&language=CHS"
"中国职业医学","","","","1.743","1.521","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMFK2BmmPbcTHddl6D862EOBifQybZHFArAPiCAS4ac6ThmYEWSxmSVgIQpGEwia__-G_0emY1-95H5y6iRFpmZ-SK61EsfhbtCCTcs3MserQ==&uniplatform=NZKPT&language=CHS"
"中国植保导刊","","","","1.453","0.959","","农业科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMpMIQFdEGNyN_22i_fQo_0qtAnbyPk1Gsz91fMJlm4UJVk9cvdMiGC_KOwGNPADAl1upSBSMeKYhzTyaRA_j9pcAxLVxTw9vuQNhD_RA3H-g==&uniplatform=NZKPT&language=CHS"
"中国志愿服务研究","","","","1.107","0.787","网络首发","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINqc38ykQ48STedN_mv-C5ew-AVgBWRdtLrFZBmhiO57S_Wj04hNjQfvWz1Ddu5CaY2VOAif71LrRnJ_mzTDWCP_a9QmWelSAjfrHv7F0vIkA==&uniplatform=NZKPT&language=CHS"
"中国制笔","1001-7860","31-1574/T","","","","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMQ0HX9dz-P7t42RGCL86jtrydcqkFvC8qjh52IOdW9naHrDaUfSFc7IJskmCNR8Fgyt8oz_C1NYwVKqKrNhFcoJOfIUl4CE0dNc41k5y_keg==&uniplatform=NZKPT&language=CHS"
"中国制度变迁的案例研究","","","北京天则经济研究所","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPJ5QYnKruYOMTWXsGHUgr7GKLxPteGUi8bL42_n693aF1dR0KYoHBoWMaabohuc4UY-OmM5Cv6Mio70qlb2qw39HjVHk0x31Mc5SbpWTvoHg==&uniplatform=NZKPT&language=CHS"
"中国制衣","1673-1425","11-5346/TS","","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMKnFFe-sPqZz1ct-0vjecD9qWBgUI_bVOVWt7r93T-oOFwBKzZH3UveFwzeJ-ZE-omVAPr-3KM5jZljsVI50I_bs7Pqcq7cz8wfIKy1TsqSA==&uniplatform=NZKPT&language=CHS"
"中国治理评论","","","三亚学院;北京大学城市治理研究院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN970NPSybUqfHg25QZ5QQm2h4QKHNJLOM5qLyHmHQb7otimIF2NcS7WRweHGSpCuHFzBOTpx0sTh487tjsMItNXQZShGSof_Xd5giiyYKW0g==&uniplatform=NZKPT&language=CHS"
"中国质量","","","","0.268","0.124","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINpv7j6m4C8Oh0I2UA03S2TEHmW3pa330Fh6qQIIeishDdpU9vy1uyaBcZ-QtiqTVE4x64RM2RKl7xVFPuMx2Fp3kMNXPhqj9xPYyvY2F6SJg==&uniplatform=NZKPT&language=CHS"
"中国质量监管","2096-8892","10-1685/F2","","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPJ5QYnKruYOMTWXsGHUgr7GKLxPteGUi8bL42_n693aF1dR0KYoHBoWMaabohuc4Vng5KVjKhtSlzBBlB3rr9-7v25Q17bushqRS_eSeQviQ==&uniplatform=NZKPT&language=CHS"
"中国质量万里行","1005-149X","11-3114/F","","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPJ5QYnKruYOMTWXsGHUgr7GKLxPteGUi8bL42_n693aF1dR0KYoHBoWMaabohuc4V3xHF2OIqdsqUJENeYxxwu_ef4qDfRXOrlXlUq2Zi8gQ==&uniplatform=NZKPT&language=CHS"
"中国质量与标准导报","2096-2967","10-1457/T","","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPJ5QYnKruYOMTWXsGHUgr7GKLxPteGUi8bL42_n693aF1dR0KYoHBoWMaabohuc4UYFgiHNE3hhED1G1SwW78BHXJDpTF5kgXNiZQtHK4Jwg==&uniplatform=NZKPT&language=CHS"
"中国质量与品牌","1672-7509","11-5168/T","","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPJ5QYnKruYOMTWXsGHUgr7GKLxPteGUi8bL42_n693aF1dR0KYoHBoWMaabohuc4UUGqtMg3oF9YNnzhc45prVT1p5icKRjg802VdEG2_wdA==&uniplatform=NZKPT&language=CHS"
"中国智库","","","东中西部区域发展和改革研究院;《国家智库》编辑部","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN970NPSybUqfHg25QZ5QQm2h4QKHNJLOM5qLyHmHQb7otimIF2NcS7WRweHGSpCuElco1dCb151nSyYiZ0sCb7ZXEG65L82EX3oXLf1wd2BA==&uniplatform=NZKPT&language=CHS"
"中国中西医结合儿科学","","","","1.121","0.745","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM24F-O3ykLEZ8TURkKPc7DbJiCtEvMfM2zBZLSSOWs83xx4sCH5aawB1RqNh7BKpxU52zoHOTbe6J7hyDCIOCbTuVuXqWwlykCAirVapVqqw==&uniplatform=NZKPT&language=CHS"
"中国中西医结合耳鼻咽喉科杂志","","","","0.706","0.587","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP7wC58TNZBd7vRLJSJ-8tzSMq7KJ1_ARQL-P2AdHBPVR4igtNQuayUtza0jVTsqvH9YJcD6slf7vzoMGq3tfSnhk00k_8Po8ToiRF8jlTeyw==&uniplatform=NZKPT&language=CHS"
"中国中西医结合急救杂志","","","","1.490","1.421","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMjW0tkms8YLQli9QGKfRT2iTFQcyG8uyLjPQMdWA0vFsSf5x6kwYmhQ4GW20uhjxKtXt70W54SUvh8zqAFr_JcwxYAzZYdctS1bqucWtadLQ==&uniplatform=NZKPT&language=CHS"
"中国中西医结合皮肤性病学杂志","","","","1.043","0.780","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMgs7F9lmQHOraYhsImObu3o_UvdhaCqF12TfSw9-Vd16uHxIdxkHYuZOFIC29UWuO7J-x3gFBnKeezL_SNoTYBLrnDi-M2HKn4AJb_wNNHgQ==&uniplatform=NZKPT&language=CHS"
"中国中西医结合肾病杂志","","","","1.298","1.009","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN2NT7EzFvONlwF5OW691sE2nCcOwmsYynrKoQn68Y9pMdIy6PU-RmKUf1t2yk97KcCJa7I_vy6z365FXRaiPE7c6lALnLLZNmcOIZcVucZog==&uniplatform=NZKPT&language=CHS"
"中国中西医结合外科杂志","","","","1.953","1.370","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINGtcgqq5PePh024Ir2FHuPvJ5N8O_Oguj_oQ0ycgOipNs0yar2ocuhUbjvvO94x8Ew_m1-xc89pbCt1m4_x7-qzAQ4__XJ3DvxVMHflNb7VA==&uniplatform=NZKPT&language=CHS"
"中国中西医结合消化杂志","","","","2.500","1.852","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPhOIuA2qp-GBWqPqKUesWd5OZ1BXeoLRg-OTsfxZUi6FWBaaDPq_NrA6y6Nhh-Q-EJRQX2jW76ZrHyZeCBzbwI3Sbm1kFseZMiPkHcG8kN-Q==&uniplatform=NZKPT&language=CHS"
"中国中西医结合影像学杂志","","","","1.307","1.007","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP4qStvoxeF9KOm9f-RyQDOa1nKknD7fEHlG05ct9EbHOXj5B8AdWpCYgHxtLA40t8KoPp2JKef1tvR0jmdY1D9mOHTlMMa-HscLyoHWYacSA==&uniplatform=NZKPT&language=CHS"
"中国中西医结合杂志","","","","3.005","2.057","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN7ZxoJisQhDoO_jq6gcNA_LoUqToFBQMOTTCsIv92wT8t--twWSDoIdPWG0uIb-sx-3DJCISVzT33zV23AVQloxPg_lxzp-WBpoaA7_bCjng==&uniplatform=NZKPT&language=CHS"
"中国中小企业","1005-8400","11-3465/F","","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMKnFFe-sPqZz1ct-0vjecD9qWBgUI_bVOVWt7r93T-oOFwBKzZH3UveFwzeJ-ZE-puyIDujseBWgHXk0XthYPmndMN2uQUsdVfbjZdIRgmbg==&uniplatform=NZKPT&language=CHS"
"中国中小学美术","1005-2747","11-3328/J","","","","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN0bgph3v8otFnkfrHG35sRarvxcqV8NzBlPbjBNiuWkZNwpyZ2ZkjXRL4h3LsLRULVV-2bNtYoW51XZzX2mJBd67-hlCceST8aWHmmKrnkYg==&uniplatform=NZKPT&language=CHS"
"中国中药杂志","","","","5.391","3.706","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM3rCNrgFxCPyEYalOXHxGeQcvbWNmUqdtlJ-Rj0fV0Rg0IrYainn5ZcpaiCA8rvYHWWxLxPqY4v9V_69Z93QSmRCtgez6bif5yqQHUQfSrzg==&uniplatform=NZKPT&language=CHS"
"中国中医骨伤科杂志","","","","1.539","1.087","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO5vgny8u2qg512iJcmfrdjEasHw95j8cpJGaC1AE0V2rZ2pCWD_AYSK7-UnHnlrZsCferXcnUPrlRZG6toPHxnkURTai_XIr8hcEWWBkc9qg==&uniplatform=NZKPT&language=CHS"
"中国中医基础医学杂志","","","","3.410","2.392","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINoSOWwa5xWb5GdOlLOBvdsIAZfqe9otK1cijm-rE8ZHJ-dJqRpy5I0n6XkppGnmlsW2iROUBMr-jKG3NGs3CpqrtNTDjHxyMyDJNvre6agZg==&uniplatform=NZKPT&language=CHS"
"中国中医急症","","","","2.184","1.518","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP-9kpHc2T0-dmnrE37Wr_ElPDhzaxum7NRnYg_MM8U1xXcMHll-BDE8Ddl-YGkg1O7m0GseNayjxLsgU6xaL4qs_GQ7KZiuaRAbO5VwBxuJg==&uniplatform=NZKPT&language=CHS"
"中国中医眼科杂志","","","","1.715","1.305","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM7wyPQWp7Vsub1H9oe0LPEFxHLOXpeeDiMnFIk2fzdrfKI4CoFkCPQ0ADoSu_R2qd7NatK8ntTl1tL0HyAgp5_Vx1LZw7aKYNQ_XSrOzcc7g==&uniplatform=NZKPT&language=CHS"
"中国中医药科技","","","","1.198","0.708","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO-FVuyPAE6qyenyY_rBBs4IwyKozL5HR4dwi0DMp8RUe1fLaNNHCKTD1IHx494SuZBeQOEJDTQ30otahpdWtYGXwqxLjVipQEyHsC3pUh1GQ==&uniplatform=NZKPT&language=CHS"
"中国中医药图书情报杂志","","","","1.014","0.721","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOEnfMqw5iVPYun9L1aBI7W8vjvV6wWo09H7CUBN4VQWHADF7AdcDlu82LjTzGsiXF_So6g21wtG8GvcEmHHB3ajQ9rsIt8XAtS6zJU2M6DAg==&uniplatform=NZKPT&language=CHS"
"中国中医药现代远程教育","","","","0.836","0.516","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOv8m-kR4NH4Wwfv6-kyy7m1io3OYzoGxrFENBaqjthlLL3D1IY291Jf2uZWNCv7ICCFe5B2xyiva6Zr4DduTp-JmA5JWFifVL_k0gzvu17Ug==&uniplatform=NZKPT&language=CHS"
"中国中医药信息杂志","","","","3.333","2.388","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINoSOWwa5xWb5GdOlLOBvdsIAZfqe9otK1cijm-rE8ZHJ-dJqRpy5I0n6XkppGnmlul0XJG-1IjQRXNasiCKyYLloizdHdcVGFIqfPP2Csg9g==&uniplatform=NZKPT&language=CHS"
"中国肿瘤","","","","5.202","3.637","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM3rCNrgFxCPyEYalOXHxGeQcvbWNmUqdtlJ-Rj0fV0Rg0IrYainn5ZcpaiCA8rvYE_E7Zx0eVXLRfJ67FupzdY1q3ETgeOu-tOpIhNmh_9iQ==&uniplatform=NZKPT&language=CHS"
"中国肿瘤临床","","","","1.402","1.085","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINNV7oZ0N66On6QkDVQHHuCS3U-jsd6Px9T1HHRiM0QwfRvRpZ-Fxof_K65I9bIvGQjxPLsr_hNxCgHlGVaSz5caqNUXU2aqY5mO2SwVBV-7w==&uniplatform=NZKPT&language=CHS"
"中国肿瘤临床与康复","","","","1.493","1.251","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMjW0tkms8YLQli9QGKfRT2iTFQcyG8uyLjPQMdWA0vFsSf5x6kwYmhQ4GW20uhjxKZ9rqQEaBNkVwCLF0EOCdQZFBe_9pv7RLvtN2Dm_-SRA==&uniplatform=NZKPT&language=CHS"
"中国肿瘤生物治疗杂志","","","","1.238","1.016","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPKyvPrQLoFPsBDd0UIpelvMa1yAD0BX5YVzX0kHeovB_-D1GuW1A-4PRWSaTl-aLfPBLbajv39NPSoZe3nmcR8w_mFJxxyNgCtoEQexM4jWA==&uniplatform=NZKPT&language=CHS"
"中国肿瘤外科杂志","","","","1.342","1.040","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMFJja6Bb9LyXjAICliiQc4VDTeSQSdawcp0n6-lLQQKYJ6qdLcnQu1k7q-HTOdqeNQyMXQRCW-nw_zELgWC7Cwuvzw3_gmfCYnGZuGe8tEtQ==&uniplatform=NZKPT&language=CHS"
"中国重型装备","","","","0.775","0.504","","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPE4lw-a6Gm1uiuuu2nd6l8LbbsqmFZ14FtCs-TUG7uSeYtYVS6T5G171LCOeMT6Gzv5w5h5basKUyhbvcd3fFSW36MQZID9z3Zxd083z4aWQ==&uniplatform=NZKPT&language=CHS"
"中国周边外交研究","","","复旦大学中国与周边国家关系研究中心;国家领土主权与海洋权益协同创新中心复旦大学分中心","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPV7edUuSji8cI7ziueaeKIkhpTn6HO2y1nXfgb3P4OIvhVXPRQBWKUgIX9yFk9yApeqcgNEq9idFMCp3afCqzN97aoPKt63g077fOTrJ22FQ==&uniplatform=NZKPT&language=CHS"
"中国猪业","","","","0.774","0.525","网络首发","农业科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINTElfRgk9TfpzCioXX_pv33lMtDF5dkQlZGy0QL7En_eb_VAfCDPtovPYqYg5gMFXcNJUsK73FcNw52eq4ILx6NjWUGsWnv1wnNLeFzc_EIw==&uniplatform=NZKPT&language=CHS"
"中国主持传播研究","","","中国人民大学新闻学院","","","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINkiN5oonm4OACorOD59CNlQ9V5Tx6KKhfBNzAPRsctmc-RUTQxwKQPbYg0XPEmMtKhc92I3Qbve8vn4UpUyYzfZbnWnoeIHUdzro85Lsa2Dw==&uniplatform=NZKPT&language=CHS"
"中国住宅设施","","","","0.304","0.161","","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOiShhCtmb_i2106vdwENrYk8V15zxsfgkd0iacxRlhdTZ4fqNMENNhx3KyIw37T-nY2RIo6VGqZzYTJlCAWXNh1pTn7LhQ4_ZFg3D9Mtvczg==&uniplatform=NZKPT&language=CHS"
"中国注册会计师","","","","3.076","0.846","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINfHDYLqZ-O-CzzJ_O805UZTonx6aj7BAXZAMEXTzNHvBl9E0BYdslq4j4hHdXV2_v4BPQCYL2LoNkELCuOFQRGJSDjd0JehCOrHDVRvzM-FA==&uniplatform=NZKPT&language=CHS"
"中国铸造装备与技术","","","","0.502","0.322","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINH9y1Ub-TL7kJY1VXyY3FOGDn-9Q_5R30DKDo18RLi7Y_RRjBsvM70iCqVw6fD5qT8g2TEgh1vN975Yy7wjg8PWGc4ZwtNhrLOEe3UaxrSEw==&uniplatform=NZKPT&language=CHS"
"中国篆刻","2096-9953","33-1394/J","","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINN-U9wwX4UGKiJVrWnlkbaT7GvbmDGp4OBh-_E4-oYzmzp-_AXVyI4wB56I3hMdiPHWC0L_L7ikAAI26DhLKQ4Sgyiy8aS7X-NMNWD3EItvw==&uniplatform=NZKPT&language=CHS"
"中国资产评估","","","","2.454","0.681","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINuYme3HT1AL9QfYw542cwi4CQ3ChEQNm3IO6PE2XKk0xXa7ddnB-g1wclgfQ1OaBOCyxRmwHZmffeRGjoiCuzgOX9uIxazjzWuBjnzrvCfHQ==&uniplatform=NZKPT&language=CHS"
"中国资源综合利用","","","","0.738","0.484","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOGGYwmBbewFMrZ1UUcCzR37FT5Io5QkhH_1tjfxGKVKL3dh82ApY1KmoXpj0z-Qjh0YXcWi185_1NC-lwO40wrWMFzMNrLjiiqwb5rZ3lAIQ==&uniplatform=NZKPT&language=CHS"
"中国自动识别技术","","","","0.228","0.122","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO4sQDqpQ0SU6FYcTXVZpN95tTLxu5hXQ_eOi4KjngTGSQ-EJ1ASM4XOcMlfVvcAZr8HiVx3dpwPNEXtSUMFfZKXvkEw7Z5e06VbNnBEWj9SQ==&uniplatform=NZKPT&language=CHS"
"中国自行车","1000-999X","31-1548/TS","","","","","工程科技II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPqa2m7IEbtT5XBsZPWr3-fG_KmCBu1A1KwtszhOs8Y98gfqCp2x1V4jBP-qkqzDyJBxKJJeb57OzwL5V_5AoAythkD-A6MegRVZ8sp3Znrpw==&uniplatform=NZKPT&language=CHS"
"中国宗教","","","","0.129","0.047","网络首发","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOZ1kPcFfisYsAam-5k2DAFMGWpdkj9fpvaI2iADWAqcIFew9IFXRx9qsmOEBNxF1H_p3rzXjAm8B2mQerd3Ohk0Af8iFDVQt88jeBY74eiCQ==&uniplatform=NZKPT&language=CHS"
"中国综合临床","","","","0.486","0.416","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN-dDHi8wOGmJ6qPEUTg82kvYpWSU9lOpmRkM2ZYmrv3xnke4iI47LKapsOhKFNDK7d1emfd-dbbgmGiGUvMbSte9j65ZanqRA54U1y-zDrtA==&uniplatform=NZKPT&language=CHS"
"中国总会计师","","","","0.743","0.426","网络首发","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN75yN8H3ayAIa2u8pxDGYBWPvH_i4bRhZbAX9VIO6pOyaKLYieZ4Db7VwQW4Ujwf6aKV8LrDvL41jKRIMgAnlBHpcnW-IX2qZM1Ksh-PM45Q==&uniplatform=NZKPT&language=CHS"
"中国卒中杂志","","","","1.129","0.861","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM24F-O3ykLEZ8TURkKPc7DbJiCtEvMfM2zBZLSSOWs83xx4sCH5aawB1RqNh7BKpzZ0jFBMp-yPopPv5MibVI0Fe96y6dQbcLG0f9n-qVJqA==&uniplatform=NZKPT&language=CHS"
"中国组织工程研究","","","","2.270","1.408","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOXRnZkO6ewXd0caR2VrggVY8yXAur_upx09mAcEERB3VXuCMD13WGlrBxRoDXm4bR3X9OeW80mIRAUa-o19_9Ks1FsPyxi-5TpLw39v5gVVw==&uniplatform=NZKPT&language=CHS"
"中国组织化学与细胞化学杂志","","","","0.892","0.569","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM58gNG_qD8PSK4ds3jpYmaUH-KNNQ6OvDGdTF1fw_XJvXYiE5E2bN2ON4WjO9be9Hh1xENawOJFpGmVP7rR1lkWGijxEA9AmnV8BxXzKMvHg==&uniplatform=NZKPT&language=CHS"
"中国CT和MRI杂志","","","","1.512","1.353","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO5vgny8u2qg512iJcmfrdjEasHw95j8cpJGaC1AE0V2rZ2pCWD_AYSK7-UnHnlrZvqY5bbPBH6LlOju2tB90-Q_DorWRO-L29I5VKuSv27zw==&uniplatform=NZKPT&language=CHS"
"中华保健医学杂志","","","","1.401","1.196","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINNV7oZ0N66On6QkDVQHHuCS3U-jsd6Px9T1HHRiM0QwfRvRpZ-Fxof_K65I9bIvGRJMr88CosgknLcreQIruuSojB0CxNtO_sTJrwvJA1UUg==&uniplatform=NZKPT&language=CHS"
"中华病理学杂志","","","","0.731","0.664","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPWQw8bE-qXC1TbiGHb1s2RjOCvVdkcYG7ZHKj6fmmVDB1QKwM1cmxO-exFD0OFaRMAu2qmQOMTWBExDyZTD1ghXpY9H8kDLZY0L7APuD-ynA==&uniplatform=NZKPT&language=CHS"
"中华产科急救电子杂志","","","","0.218","0.200","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMz-xbqFl3vb8sFonanZq1uy5lL0PXgc7Pe4e_krFva422V-z2qPwVRgPplnvyrQ_KTYchryZ4TdAmLCVR0itaiCom_aGvYHT_lJFGsmObfwA==&uniplatform=NZKPT&language=CHS"
"中华超声影像学杂志","","","","1.243","1.126","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO6Xh1vVBGCMZNaWDVCqEdM1z4HG1JOfDsIGIjelcmW-27dZOODIXx9ekqxzSTUKtTvtMSrlvGyaoUbAGYahkV89Q6TKLTKp-Ci3SKy8PGRkQ==&uniplatform=NZKPT&language=CHS"
"中华传染病杂志","","","","0.863","0.742","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMgQUXGENO28c3WGZfKa1IKBMGeW82-Cm4IgAPtl36ZehY-HokvGhnjFNWdnbKF7SDklCnKRszitQFN-GyMQdn2OJbNswStnzsSmoSrwS7T2Q==&uniplatform=NZKPT&language=CHS"
"中华传统文化研究","","","四川师范大学中华传统文化学院","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1OfDRtzq-Mtk6VXO7PyBdoYMyDeVNmT-wJ7iSw2A07VRnuMXTSGGyo6SGL5grbYSUOf1QyN3HnUbVaUXLw6EJVaDP6sIjrQ9cdOdH6QXe8Q==&uniplatform=NZKPT&language=CHS"
"中华创伤骨科杂志","","","","1.254","1.155","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINRif9m8SSAYTuYgnM1LryZonk82eiot_FAkhDZhewV3xu4RVnN0XJqNHz6nPeFbt6UufA7UBegTsO0DCO3IeksRFtT9VobQK9zxiwGXjU2Eg==&uniplatform=NZKPT&language=CHS"
"中华创伤杂志","","","","1.493","1.377","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMjW0tkms8YLQli9QGKfRT2iTFQcyG8uyLjPQMdWA0vFsSf5x6kwYmhQ4GW20uhjxI3GhI_-2cNJTSz-_Q9V-A-THV9vca_8rB8rmbqDpMikA==&uniplatform=NZKPT&language=CHS"
"中华创伤杂志(英文版)","","","","0.656","0.484","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPsW56qiMsy-pvt8jOg3wE-AboKunKPWkURJBuDG3n-YgW3Bc_vfy8ZXdnlW3aFLaTpQqAyvxCdmpbYgDgcA6GgR3mSYFZGwYMvS3Trdwym2w==&uniplatform=NZKPT&language=CHS"
