title,issn,cn,sponsor,compound_if,comprehensive_if,tags,major_categories,detail_url
"“九一八”研究","","","九一八历史博物馆","","","","哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN1s1iYdeqvffrwLGJyw4zcG5P67IacCLSr5LhXL_8Tr6Jlmo5ld-X0RqBlFmVn-dd-q2XhYn2VQtZZkttQqsTE-oxlRw9YuHvjL01XP5pB3w==&uniplatform=NZKPT&language=CHS"
"“一带一路”法律研究","","","中国-上海合作组织国际司法交流合作培训基地;上海全球安全治理研究院全球化法律问题研究所;上海市法学会""一带一路“法律研究会","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINkGrjxdre5qeZ5D8CB5G5Ai8FcGRFXwhmOAvkIbUQz5cTyC06Yc8CYYrDDj31r9Af3RmofqAlgA17FtSKOyEJYKMDKrEtuV_p48ScuEDeE6Q==&uniplatform=NZKPT&language=CHS"
"“一带一路”与中国-东盟合作发展研究","","","广西财经学院;广西财政学会","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN6vvm6wB_p-aREYq5_qa9MsTZyBAxMV_aROruqCMiUN8wZ2m2fY5Byu7oFcXJ7JRjnPP8wKy7iwiws_DQnnuqng2qWVVLasirEAyL9OhS30A==&uniplatform=NZKPT&language=CHS"
"《规划师》论丛","","","《规划师》杂志社","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPqrSdhF3rMZ_hCkdTszOFMHBK-5QNl9QABN5raL49SSmWITmojxrEoD5KiAkk_vOvlGnS8dR3eXWbK5kLMUOS0PmfxEl6dQRlRIoEBSMMgyQ==&uniplatform=NZKPT&language=CHS"
"《资本论》研究","","","陕西省《资本论》研究会","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMksUpO-jUte12l-NiN1bCSxvkI-DaMEyRh0BfG_JAs43qlRnjxlwJ0Dqp6Wb_otklmyn-Dbt52ZVT5Tem3KQqAIokpa1ApwCM4kEEpJywH_Q==&uniplatform=NZKPT&language=CHS"
"21世纪商业评论","1672-8343","44-1615/F","南方报业传媒集团","","","","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPfKMZkaxMEsjCu5xnzqxUzL79Us7vdQNI3-f2Bfsx3Yn8UKvyrA58guVAIK1z9JqUXOXRvAelLOdyT61yXq_HzyI1pBKCxlgZ1qhov01eyFw==&uniplatform=NZKPT&language=CHS"
"21世纪数量经济学","","","中国数量经济学会","","","","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPfKMZkaxMEsjCu5xnzqxUzL79Us7vdQNI3-f2Bfsx3Yn8UKvyrA58guVAIK1z9JqVb6Va4E8qXC0hRpO7U3HUMzPUni-aFAbk94H5yw6iSuA==&uniplatform=NZKPT&language=CHS"
"21世纪中学生作文(初中教师适用)","1672-8327","13-1347/G4","河北教育出版社 山花文艺出版社","","","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM5JRmRrYNTnUzTzoe3p-XrzeqNiY2pXwAQGGiplp5ibfi9iIoWDX1_g8lWbaZK8jaX3VRy2TURiKLZuKZy-RwepkYh5yKeLeA9cTgbDjXVew==&uniplatform=NZKPT&language=CHS"
"21世纪中学生作文(高中教师适用)","1672-8327","13-1347/G4","河北教育出版社 山花文艺出版社","","","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM5JRmRrYNTnUzTzoe3p-XrzeqNiY2pXwAQGGiplp5ibfi9iIoWDX1_g8lWbaZK8jZ-IC3mU2pbauK1I0YAlzUHafD599RdaDl6OzBObMP8pA==&uniplatform=NZKPT&language=CHS"
"阿坝师范学院学报","2096-1707","51-1767/G4","阿坝师范学院","0.362","0.135","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN0NL54dWu6XmUqjSTdzj--7RLDQCa-R6JyI0tFYi5v2Fm1MOO9lpA1Ffzh5dnQqjR3OPh9qoj_DExmYTU3kDTII7hoiryY506rMoDJLoav3w==&uniplatform=NZKPT&language=CHS"
"阿尔茨海默病及相关病杂志","2096-5516","10-1536/R","阿尔茨海默病防治协会","0.973","0.712","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP_VxkN0O8igksLVnyroTabcd1OWL5OkRpGcTqjo3IL9pUusCxXvX_l_l0QO9NcI3QWjQqI5bhZOU4rFkDmUG_IXOqcrCtRk87wZQbP8QIZBg==&uniplatform=NZKPT&language=CHS"
"阿拉伯研究论丛","","","教育部区域和国别研究基地北京第二外国语学院阿拉伯研究中心","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMu_AYzFvhjLVrD62lZE79UT3HMRzEF2X4QmnYb0DeFxZjJNdvv6QGFCYQ9KcvJDIABIBcxyJ0faF0MruqM_pFyWJ5Vi2foYwLnN09lTJV0IQ==&uniplatform=NZKPT&language=CHS"
"阿拉善盟行政公署公报","","","阿拉善人民政府","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMu_AYzFvhjLVrD62lZE79UT3HMRzEF2X4QmnYb0DeFxZjJNdvv6QGFCYQ9KcvJDIDXjTNpqXZoBD-iPlZEOCjky2KhWlgy4aVNFiWIu5OtyA==&uniplatform=NZKPT&language=CHS"
"阿来研究","","","四川大学阿来研究中心","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPXsLGv_5RvF0kygW8kKUehYyZG_GSz05XT_vQL_Zf_XehG5r8t1wTL2j4ZiaFXEZ8_wv_fTKEuORvppUrx20uCUI2uYybOMzNtiOgwxb3Jjg==&uniplatform=NZKPT&language=CHS"
"癌症进展","1672-1535","11-4971/R","中国医学科学院","0.983","0.837","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP_VxkN0O8igksLVnyroTabcd1OWL5OkRpGcTqjo3IL9pUusCxXvX_l_l0QO9NcI3QpiBfZ4Ue0U0PGly2XZxKUfNps3IqxTZV6uYMVX0TZwg==&uniplatform=NZKPT&language=CHS"
"爱你","1674-0513","43-1477/G0","湖南教育报刊集团有限公司","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPXsLGv_5RvF0kygW8kKUehYyZG_GSz05XT_vQL_Zf_XehG5r8t1wTL2j4ZiaFXEZ_AQifg15OyPsJ1ORxf7R5_gwZfkeVgDm5-ZgVOhw3IOg==&uniplatform=NZKPT&language=CHS"
"爱人","1009-8100","61-1380/C","陕西省出版印刷公司","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPXsLGv_5RvF0kygW8kKUehYyZG_GSz05XT_vQL_Zf_XehG5r8t1wTL2j4ZiaFXEZ_NFdjP39i1T3ofLuLFLHEgnXhWzJBtaDfSL1DKAmTCoQ==&uniplatform=NZKPT&language=CHS"
"爱尚美术","2096-3254","37-1511/J","山东出版传媒股份有限公司","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPXsLGv_5RvF0kygW8kKUehYyZG_GSz05XT_vQL_Zf_XehG5r8t1wTL2j4ZiaFXEZ9uMFHDmmjDU_wEn6EKh4YHf1xYk0x4QACdasTkvSDk7g==&uniplatform=NZKPT&language=CHS"
"安防科技","1671-4237","61-1387/N","中国国际商会陕西汽车商会","","","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINSmiJbzjA1sxxftPyPtkI3Szxg1mt0r3UH13fqUkdJfWYXEzn0Sltjs4y5Si5G6KjtQV-foWkKe6GCqHoykx3XGURHhkB0klrfOo9n3ahVPg==&uniplatform=NZKPT&language=CHS"
"安徽大学法律评论","","","安徽大学法学院","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMu_AYzFvhjLVrD62lZE79UT3HMRzEF2X4QmnYb0DeFxZjJNdvv6QGFCYQ9KcvJDIDP6d7BHGBuGqYSZWFkVIHV5Wv3lKrxnHrrMWJuxI9fzA==&uniplatform=NZKPT&language=CHS"
"安徽大学学报(哲社版)","1001-5019","34-1040/C","安徽大学","3.208","1.521","网络首发","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMQC4VIYQ7WB-Vn86FAQAQID2EEJzFS3BZDwn5Skac8h1BASCuKlE_Hk37c4muAD-iHkLU-TijG_wbBV75d8_q2J6C1ox5NVtkG8F1__uyxLg==&uniplatform=NZKPT&language=CHS"
"安徽大学学报(自然科学版)","1000-2162","34-1063/N","安徽大学","1.143","0.655","网络首发","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINcYiDqwTeOq5wVlvEIeZPrIwLUdLBjCrRtumD2bi80bF5JAZPu_Ky-ieCW7B1joOhETb8BABYDRDawBb0X-EraJUTEzCYaBOmN5JzsDqRzyQ==&uniplatform=NZKPT&language=CHS"
"安徽电子信息职业技术学院学报","1671-802X","34-1212/Z","安徽电子信息职业技术学院","0.332","0.157","网络首发","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOIwLbd4nyFHepZ9BjkIxZ0JB7hBGRqtOxAMscLlBB9Jq07M1_i2ybg5OvOp9vtpTjgKxJ3_GjLJdJ_zbS1gwTlGwSuYPsWHW7nZMUIRIdcVA==&uniplatform=NZKPT&language=CHS"
"安徽非遗研究","","","安徽省非物质文化遗产保护中心","","","","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOBRKIhPabfA8hUSWCeGVyeDNLLLPJTWvMgjRoDYiRKW0JOnKaLjg6mJsSwYFeLLNxPl_N07fcbJeMj1Ff4JcmEfts5PNOjPiflMt8zE9Txrw==&uniplatform=NZKPT&language=CHS"
"安徽教育","1005-6149","34-1007/G4","中共安徽省委教育工委;安徽省教育厅","","","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM5JRmRrYNTnUzTzoe3p-XrzeqNiY2pXwAQGGiplp5ibfi9iIoWDX1_g8lWbaZK8jY7SR6GSBlKqg8tuPsMr1l6xdOPJHm51RU_SuH9z2fJuw==&uniplatform=NZKPT&language=CHS"
"安徽教育科研","2096-5885","34-1331/G4","安徽教育出版社","","","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM5JRmRrYNTnUzTzoe3p-XrzeqNiY2pXwAQGGiplp5ibfi9iIoWDX1_g8lWbaZK8jbg7t7M-XjhpAgywO1oaw0VXpTnOvzlig09Dh1Dk_szhQ==&uniplatform=NZKPT&language=CHS"
"安徽教育学院学报(自然科学版)","1001-5116","34-1046/C","安徽教育学院","","","","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPP6Kw8leD37IniDzpKf42Il7lpVdn2QkBgeyTWNjQbOVHmskUWhESmSj70Mjf-0WeC7q3HJi6GtoVBH_9NZXxXAMwSJs0jp3xBePInKZVsCg==&uniplatform=NZKPT&language=CHS"
"安徽警官职业学院学报","1671-5101","34-1247/Z","安徽警官职业学院","0.301","0.120","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINXq3nC2yFZUKaO7DuGCqaG16EP2pRxsFl6eicqw-cWwpGS8bVStntsTjrmxRA7UjoGwBVQGNBK5w6AEMvSMOsrXXIKZ1MYKfEi0zOyfVwwVQ==&uniplatform=NZKPT&language=CHS"
"安徽开放大学学报","2097-0625","34-1338/G4","安徽开放大学","0.650","0.358","网络首发","医药卫生科技|社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMNUvBonIbXKK3jYw6GcIghtQ1j3fkevB79Ikl1_e1O9DnILuUXrYDQIae9U_8BiFjVRRH6BhLyXMQtr5h40-MDckdplSfn4jqT9Wp4m4m_IQ==&uniplatform=NZKPT&language=CHS"
"安徽科技","1007-7855","34-1164/N","安徽省科学技术情报研究所","0.217","0.150","","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPsEQP-Bkx0XxOmrieBziH7ekZaeV0MEQXayX9oW2hSJxl5DTqzvRiCWQUJAzF5KkFaDReEUcbhZywLVZr0_neglFxwCcfPEo9Y6_4eQT4KrA==&uniplatform=NZKPT&language=CHS"
"安徽科技学院学报","1673-8772","34-1300/N","安徽科技学院","1.254","1.041","网络首发","农业科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINcVvNOBB2fNkvAom0tMHLkNCHOcX1LgwZbuyp1c576G3O4k3-W_qdU8ep5Zp_Y90_b0K610YlXipDCRVUk-uxxlCBlYPi5L8KXfKtTz1bhbg==&uniplatform=NZKPT&language=CHS"
"安徽理工大学学报(社会科学版)","1672-1101","34-1217/C","安徽理工大学","0.487","0.243","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMaiWfFbOqJ94BoSTctWJoI5f_MvRsuGwC4fdhIsT86X8QNmTxMyTpBnFETEkSxamNMkGN6b6KdjmTVGMwoJukPgYfg1peFK6ct352Fr3cA8Q==&uniplatform=NZKPT&language=CHS"
"安徽理工大学学报(自然科学版)","1672-1098","34-1220/N","安徽理工大学","0.634","0.395","网络首发","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1NBKpCr7A4WYC7K7sXSrNpCFcT-DXb5hT9ON9YyIUXBBQrrY-bKGKULCBEINBvL2jVPeKzL-6cnI_Tl6O3ReCcJSr5_hQGehdzjTkCBig9Q==&uniplatform=NZKPT&language=CHS"
"安徽林业科技","2095-0152","34-1314/S","安徽省林业科学研究院;安徽省林学会","0.574","0.406","网络首发","农业科技|社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOkJRS6QO1cTVSZDSQ_Rf9Vw3dlbxKdljD7H720OYZhO8Q5l-NcxZ3nyQ7Lc7GWKK3x7fS8Itg5BuKJ9nGwIIHP9jqy6H3wN0rJcbKw_nABZg==&uniplatform=NZKPT&language=CHS"
"安徽农学通报","1007-7731","34-1148/S","安徽省农学会","0.496","0.324","","农业科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOkJRS6QO1cTVSZDSQ_Rf9Vw3dlbxKdljD7H720OYZhO8Q5l-NcxZ3nyQ7Lc7GWKK3vAbL8AmIGrNHe8mSoffKti9VViU9JXDDZROs9UJQh9Q==&uniplatform=NZKPT&language=CHS"
"安徽农业大学学报","1672-352X","34-1162/S","安徽农业大学","1.720","1.037","网络首发","农业科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPTQwsrTTJelIK_BQCYWZHOx3Ekd6lB29lSXXPa6BmbpP69Fg_3weHUcoUDxIUY7j13lnUpBMhx7TcxefYlS8nqhWYgSTQOYa-F3tOpCVuE8g==&uniplatform=NZKPT&language=CHS"
"安徽农业大学学报(社会科学版)","1009-2463","34-1195/C","安徽农业大学","0.815","0.356","网络首发","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINydHsBdtPHUhzU0QLWGTxxwAZhPCUIrZL6sI47X4v3GStzGhnF2lm9NWoqw20FZOSzi_-w5_j8atShOoZNGJdJQReSCx2EA1tvQ8bzyxDBqQ==&uniplatform=NZKPT&language=CHS"
"安徽农业科学","0517-6611","34-1076/S","安徽省农业科学院","0.897","0.520","网络首发","农业科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOWs2Wl6tWne9WB1iGlJfqRuNfwT-szgrYQyIhA67oZpsTlfsGGTKfpJJb8fg2sN5s3TY3FWAEDqEoyVlKlZai1HlUO52f_ddosQ4pu2Q3vZQ==&uniplatform=NZKPT&language=CHS"
"安徽商贸职业技术学院学报","1671-9255","34-1242/Z","安徽商贸职业技术学院","","","","社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPfKMZkaxMEsjCu5xnzqxUzL79Us7vdQNI3-f2Bfsx3Yn8UKvyrA58guVAIK1z9JqXu8MVx8xPCWt5G-7x35ZIeShfozJx5KEEo7MAPYLHNVQ==&uniplatform=NZKPT&language=CHS"
"安徽省人民政府公报","1009-0746","34-1256/D","安徽省人民政府办公厅","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMu_AYzFvhjLVrD62lZE79UT3HMRzEF2X4QmnYb0DeFxZjJNdvv6QGFCYQ9KcvJDIDBXBYK7VEW3FOue390-4m9TcVy5AVTAV6aM2clQ1z3yA==&uniplatform=NZKPT&language=CHS"
"安徽师范大学学报(社会科学版)","1001-2435","34-1041/C","安徽师范大学","2.121","0.978","网络首发","医药卫生科技|社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWION96XmTJmZndLK-r3w8vHwUom1aKSCJYfO5-Zjd20fuFfhASJylhTg-F6bmLoU4ClldOTSvA5833EUBqapMPg-_jL_hU4d9YCDMLvuBSFX-Q==&uniplatform=NZKPT&language=CHS"
"安徽史学","1005-605X","34-1008/K","安徽省社会科学院","0.734","0.472","","工程科技II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOoZSvofO86NbmqwVhxgagFGZVYIWM04T9Gwx_0D1VLIaqzOjZFKoT9uwpAHSWPpu9nvuey4UbGT4lNnE-bUk7QXbueiA5iO0SARbFQeNL6BA==&uniplatform=NZKPT&language=CHS"
"安徽水利水电职业技术学院学报","1671-6221","34-1240/Z","安徽水利水电职业技术学院","0.276","0.199","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOXnt5gQDtgPMckNqUUbOdMx_HQtHyzaNh86gKcEnXRZomIxIjg6B7wQIgV67W1Nppxo5f7JzEcpb6QxLP2DfMYW13GEzzWlEkorMcz77FecQ==&uniplatform=NZKPT&language=CHS"
"安徽税务","1005-6181","34-1131/F","安徽省国家税务局","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOS2NYphRWDT7XXvowHWDFw7_0cPU65hURWkxZ4xdTdkxRKXpW0Am1AJw76FgM-Hbty2o-v__soOle0iRayoCNILKv-YUqW9wOzdcAnlhu-Ug==&uniplatform=NZKPT&language=CHS"
"安徽体育科技","1008-7761","34-1153/N","安徽体育运动职业技术学院;安徽省体育科学学会","0.527","0.149","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOu2vKeEyTM2Xf8JYO1IvVPgSUgfWXzBmRGSAMtCVsmfb9VK_JPj6YXGX1P5PEhs80YXjcq7BwKbBsZg3JlxMJSb8OyGz_CTuq7D8_J7MeCbw==&uniplatform=NZKPT&language=CHS"
"安徽文博","","","安徽博物院;安徽省博物馆协会","","","","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMS_XRuzoQbW0bvMw1g4wKJaTU4pCCOpc_zyQwdk9Ba977ajIHp46uXS1vErxUV1TnB4OM5pKKHV406826CUEysHMyGYOihNoLm7UgIWsr2Tw==&uniplatform=NZKPT&language=CHS"
"安徽文学(下半月)","1671-0703","34-1169/I","安徽省文联","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPXsLGv_5RvF0kygW8kKUehYyZG_GSz05XT_vQL_Zf_XehG5r8t1wTL2j4ZiaFXEZ9mSumyyqVVazq2Jaj1oS1AqsrkS2SmlJ9TxQnU0lE3Fg==&uniplatform=NZKPT&language=CHS"
"安徽文学论文集","","","安徽省社会科学界联合会","","","","工程科技II|哲学与人文科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPXsLGv_5RvF0kygW8kKUehYyZG_GSz05XT_vQL_Zf_XehG5r8t1wTL2j4ZiaFXEZ9zsm07XVAgzoCgXi_kCphZuEhruyPlL65GspbPYjFu7w==&uniplatform=NZKPT&language=CHS"
"安徽乡村振兴研究","2097-1931","34-1341/S","中共安徽省委党校(安徽行政学院)","0.969","0.297","网络首发|增强出版","社会科学I|社会科学II|经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPDZFfTpP4EWrGoEHpt40Jy2x1ck2VetjO49gZuKOemOIxqO6mumesUbYhEyo2a8y33eXjvGxGc-WJ8zxDCTXZEME75WJcrmjG--sN-3KsuCw==&uniplatform=NZKPT&language=CHS"
"安徽消防","1003-756X","34-1101/TU","安徽省消防总队;安徽省消防协会","","","","工程科技I|社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINSmiJbzjA1sxxftPyPtkI3Szxg1mt0r3UH13fqUkdJfWYXEzn0Sltjs4y5Si5G6KiUpxMA9Qiu1CwgBGnDH7ZM6PBfikEu-wScyu2C4-WIAQ==&uniplatform=NZKPT&language=CHS"
"安徽冶金科技职业学院学报","1672-9994","34-1281/Z","安徽冶金科技职业学院","0.116","0.073","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMdl9qzO5SiLTxvDy6QW-1mtir1MyAf9Rzitzk__0SqzyrZuHFvsQWPafU2kOBlFRHcq0UAXKaAJQuG_bc57MFQbk7IjJlRsj86Xid4jzkgKw==&uniplatform=NZKPT&language=CHS"
"安徽医科大学学报","1000-1492","34-1065/R","安徽医科大学","1.200","0.950","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIN0Hys3xPDNZZos1tMkxaWgXw_NrKnRWn8sA_vbxaC6Fgc9ZYQNSC9Fhn-GbSHgeLLhGLkhA5WKpDdDuUIk6N4wg0JIxoYKPkxZafplnUCn1w==&uniplatform=NZKPT&language=CHS"
"安徽医学","1000-0399","34-1077/R","安徽省医学情报研究所","1.058","0.836","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOSbzqvKwMbZ63CFf5d5oVuP_jzMooc3L2SeruCkWtsIUiUYofBlPuEirpzTArTsEB46ivUsghEDHyYYWYIF1WbP_L-HZDvG1olM8DlIHtvNA==&uniplatform=NZKPT&language=CHS"
"安徽医药","1009-6469","34-1229/R","安徽省药学会","1.390","1.120","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIO0Dc6TYemvH4N6257OYVEHdJWWsSBH78oEHX6dmSmxopGIuWVFGBGkJ65r8XReUve1mxYmqItHJXVeeDaNqABexiDjM9Vcj2650_BlO3Mayw==&uniplatform=NZKPT&language=CHS"
"安徽职业技术学院学报","1672-9536","34-1280/Z","安徽职业技术学院","0.282","0.141","","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIPY82b41RSdlN6I3Yu0P2qmDNP8NFTd-P4lu8AIDc_fIxVPqqTLrJbVWTuWFEXCQdDPf3Xh9JNMojeDtROHK7xEuuXEpvv9oQETYoQH95chRw==&uniplatform=NZKPT&language=CHS"
"安徽中医药大学学报","2095-7246","34-1324/R","安徽中医药大学","2.886","1.756","网络首发|增强出版","医药卫生科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINXUIdh_aso-pzuJzxB3NOPqXCvOErzuQY27NWVAy4hsGm1mb5s_invITRjvVURPovkzBIGc-A0lNs6RhrWG5MXYXOHkjz_u_sKGFiInf0spQ==&uniplatform=NZKPT&language=CHS"
"安家","1007-4422","21-1497/C","鞍山日报社","","","","经济与管理科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIOS2NYphRWDT7XXvowHWDFw7_0cPU65hURWkxZ4xdTdkxRKXpW0Am1AJw76FgM-Hbtt3XaoeiWkp5t5315gh46ta-cGhviAAO92WoM383dmbg==&uniplatform=NZKPT&language=CHS"
"安庆师范大学学报(社会科学版)","1003-4730","34-1329/C","安庆师范大学","0.464","0.159","","社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMaiWfFbOqJ94BoSTctWJoI5f_MvRsuGwC4fdhIsT86X8QNmTxMyTpBnFETEkSxamPtlwL2TzRSPP6g3ITbDBkagOK64pnrR21i6qfQT6HlvQ==&uniplatform=NZKPT&language=CHS"
"安庆师范大学学报(自然科学版)","1007-4260","34-1328/N","安庆师范大学","0.552","0.414","","基础科学","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINw-PfXYIDjXuXTM38hpRh1HJpHGP67k3ZWqyCuOKVqwTxlm7DBoUEIzog_50aQONdsI8lSigQeTd9ZERTY4uxWIfaAjATp1Gn-PVKih758fw==&uniplatform=NZKPT&language=CHS"
"安全、健康和环境","1672-7932","37-1388/X","中石化安全工程研究院有限公司","0.667","0.540","网络首发|增强出版","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINgWrn-cyBXB7E9D0VAf_d_O8TlGgHSfqgIrKHZWAFXqH_WrUcde1khqgvjIoYPCT1xOEhpWRXjgMuhW_B5Yyym4akynLBZmRPd3EpB4Px8dQ==&uniplatform=NZKPT&language=CHS"
"安全生产与监督","1003-2371","45-1321/T","广西安全生产管理协会","","","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINSmiJbzjA1sxxftPyPtkI3Szxg1mt0r3UH13fqUkdJfWYXEzn0Sltjs4y5Si5G6KgJw5Vdz-S_4NMtHWufqKfLFSIQkRO90mid7-LslWgLeg==&uniplatform=NZKPT&language=CHS"
"安全与电磁兼容","1005-9776","11-3452/TM","中国电子技术标准化研究院","1.074","0.920","网络首发","信息科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIP6sKzSfkJh_PdcQ-Q_omdIt1G3i_XWxCmaeuYmGNl32HzV1cd64tguo-Nn11SqU7nnwIC4adsfonakTvRrx_I2KnPK_qh0KYSKv35nLzQw2g==&uniplatform=NZKPT&language=CHS"
"安全与环境工程","1671-1556","42-1638/X","中国地质大学(武汉)","2.803","1.806","网络首发","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMZc80XihUWwH-fY-A9uL-3mqrqeF8Rg8D7xn_yM8aesDllZSCQtpoPafLm1qOW0G55DipdlKvrqpzanLQqz7p2-dFehJczCyW968fT1SktrQ==&uniplatform=NZKPT&language=CHS"
"安全与健康","1671-4636","35-1256/R","福建省安全生产科学研究院","","","","工程科技I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWINSmiJbzjA1sxxftPyPtkI3Szxg1mt0r3UH13fqUkdJfWYXEzn0Sltjs4y5Si5G6Kj4uf_Iw9KFvFpMRV9512TRU39cdnBd0RHxf0myUmNFuQ==&uniplatform=NZKPT&language=CHS"
"安阳师范学院学报","1671-5330","41-1331/Z","安阳师范学院","0.305","0.168","网络首发|增强出版","医药卫生科技|社会科学II","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMhuBAIbp9chSzU2STfxyouBOi_K8mPsJr2j5bTeo1CXyDUCV695mPzrokDaNWvD7jMAUzxIytkGiNaf9QjfEQ5EH2aDXfB_o-qT3HN6wJZnA==&uniplatform=NZKPT&language=CHS"
"桉树科技","1674-3172","44-1246/S","中国林业科学研究院速生树木研究所","0.757","0.573","网络首发","农业科技","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIM1g_DPw6QWhRBq1pypqbvZ07TeEDPkyv7EBGiq11UU3r1xNkmSBbyjLOx9LtU5zOlcpX3l1ZBu7EnefGt0iT-bnmcyXHoyMMzoFFpiwhe2gw==&uniplatform=NZKPT&language=CHS"
"鞍山市人民政府公报","","","鞍山市人民政府","","","","社会科学I","https://navi.cnki.net/knavi/detail?p=5ZaO-ltDWIMu_AYzFvhjLVrD62lZE79UT3HMRzEF2X4QmnYb0DeFxZjJNdvv6QGFCYQ9KcvJDIBZdYK1O_27WgwND-Q1m8KOhKRArF209862ydwt_oY_AQ==&uniplatform=NZKPT&language=CHS"
